payment_history,credit_utilization,length_credit_history,credit_mix,new_credit_enquiries,income_stability_index,digital_transaction_ratio,savings_ratio,platform_loyalty_months,micro_loan_repayment,age,work_experience,monthly_income,debt_to_income_ratio,number_of_platforms,avg_weekly_hours,emergency_fund_months,bank_account_age_months,credit_card_count,missed_payments_last_year,education_level,financial_literacy_score,credit_score
0.84,0.08,19,0.01,5,0.87,0.55,0.38,7,0.01,30,9,11380.1,0.5,5,69.5,14.9,43,6,0,2,0.37,408
0.01,0.76,8,0.31,3,0.78,0.63,0.02,57,0.02,26,2,4084.07,0.66,5,50.0,12.3,97,4,11,1,0.22,343
0.0,0.51,19,0.01,3,0.95,0.44,0.38,35,0.93,41,15,9622.94,0.81,6,48.9,8.4,31,9,0,2,0.29,356
0.01,0.07,7,0.37,5,0.86,0.49,0.17,52,0.0,41,8,5412.88,0.61,2,48.7,8.5,54,4,6,3,0.26,364
0.48,0.61,8,0.0,7,0.49,0.22,0.47,58,0.01,51,0,11813.92,0.89,6,65.0,23.4,90,9,1,1,0.85,309
0.01,0.49,7,0.68,7,0.55,0.56,0.48,11,0.0,35,8,2229.66,0.34,6,38.6,3.4,79,4,2,5,0.39,358
0.0,0.74,13,0.0,3,0.94,0.97,0.34,13,0.82,45,19,14046.24,0.81,2,50.4,13.2,86,5,6,1,0.27,325
0.02,0.71,13,0.01,7,0.38,0.33,0.02,25,0.0,60,4,2384.37,0.55,5,41.6,19.4,109,9,10,5,0.4,361
0.02,0.54,16,0.01,0,0.59,0.12,0.09,10,0.0,64,4,9101.4,0.93,2,47.6,1.7,105,3,10,3,0.28,363
0.01,0.5,16,0.57,6,0.72,0.55,0.27,25,0.01,36,3,11947.27,0.53,2,50.0,10.2,77,9,2,5,0.31,376
1.0,0.89,14,0.37,4,0.76,0.13,0.28,18,0.03,55,0,7662.25,0.51,6,76.4,23.2,6,5,9,1,0.6,414
0.77,0.09,12,0.87,3,0.9,0.79,0.27,5,0.56,41,10,14357.08,0.05,5,15.8,7.2,39,5,4,3,0.75,399
0.37,0.69,16,0.0,2,0.46,0.79,0.09,5,0.01,49,6,11844.55,0.1,4,25.7,3.5,116,3,0,1,0.44,415
0.02,0.52,14,0.26,1,0.97,0.31,0.36,40,0.02,27,4,1073.88,0.53,4,43.2,11.9,41,3,8,1,0.21,379
0.75,0.51,16,0.0,3,0.78,0.12,0.14,39,0.46,20,4,8388.08,0.63,3,68.8,18.5,91,5,5,4,0.54,385
0.02,0.62,12,0.01,3,0.61,0.62,0.06,38,0.02,60,14,9211.33,0.54,7,17.9,7.5,69,7,7,4,0.73,375
0.79,0.42,2,0.74,0,0.6,0.55,0.15,27,0.7,38,10,4704.99,0.82,1,63.7,16.4,90,4,1,4,0.32,378
0.67,0.76,2,0.41,6,0.91,0.68,0.35,58,0.02,52,18,2900.03,0.8,3,58.0,14.0,84,8,2,5,0.24,357
0.0,0.52,3,0.5,1,0.94,0.77,0.35,19,0.5,35,10,15000.0,0.52,1,61.5,13.9,82,0,9,5,0.35,345
0.0,0.86,16,0.01,0,0.83,0.89,0.23,41,0.58,43,12,11915.24,0.51,7,34.4,5.0,81,7,5,5,0.47,351
0.0,0.5,3,0.01,0,0.25,0.43,0.22,9,0.02,22,6,7933.4,0.62,5,55.2,9.2,70,7,7,2,0.62,325
0.02,0.51,2,0.0,6,0.92,0.75,0.06,5,0.0,41,18,4927.32,0.76,6,63.3,12.2,64,7,9,1,0.63,364
0.85,0.47,12,0.01,7,0.49,0.19,0.05,37,0.0,41,4,13204.38,0.08,1,39.1,16.8,77,0,2,1,0.2,385
0.01,0.85,8,0.0,3,0.9,0.2,0.04,5,0.0,35,3,7985.71,0.53,5,36.0,12.0,73,8,1,3,0.6,361
0.0,0.23,7,0.37,6,0.36,0.97,0.21,5,0.02,62,7,8361.37,0.85,2,47.4,4.9,15,1,2,1,0.98,349
0.53,0.72,16,0.0,1,0.48,0.56,0.19,22,0.01,48,9,1394.78,0.4,2,21.8,0.0,55,5,7,1,0.95,336
0.01,0.61,18,0.01,1,0.97,0.93,0.28,19,0.66,33,5,11457.26,0.08,2,20.7,17.1,68,3,4,4,0.68,385
0.0,0.45,18,0.37,1,0.81,0.54,0.07,19,0.0,20,4,14341.14,0.02,1,36.6,12.2,30,2,9,3,0.45,329
0.01,0.78,16,0.37,3,0.54,0.6,0.05,25,0.01,49,3,13634.17,0.81,5,75.0,8.8,81,6,2,3,0.74,356
0.0,0.51,0,0.01,5,0.24,0.58,0.07,19,0.0,20,4,8147.31,0.52,1,47.5,0.3,61,2,11,1,0.97,301
0.03,0.67,14,0.01,1,0.96,0.54,0.28,5,0.01,44,2,6715.07,0.51,2,56.7,9.6,46,1,6,1,0.49,399
0.01,0.52,12,0.37,3,0.56,0.45,0.19,9,0.0,63,14,10898.83,0.21,2,47.5,2.7,88,1,5,1,0.88,384
0.01,0.51,4,0.51,3,0.73,0.84,0.16,12,0.01,26,0,2704.49,0.4,3,55.7,3.9,52,1,2,2,0.72,363
0.89,0.51,8,0.0,2,0.35,0.34,0.12,8,0.01,28,1,2806.53,1.0,1,16.3,21.8,30,0,0,1,0.29,412
0.0,0.41,5,0.0,2,1.0,0.61,0.06,21,0.0,57,11,7996.46,0.0,4,41.3,5.5,74,3,11,5,0.61,336
0.57,0.64,13,0.87,3,0.57,0.56,0.28,48,0.0,22,1,2767.97,0.6,2,42.1,12.5,97,5,9,1,0.63,385
0.0,0.34,16,0.0,5,0.36,0.56,0.41,2,0.65,41,9,8054.83,0.29,5,48.9,20.5,83,4,5,3,0.64,375
0.01,0.92,16,0.78,5,0.59,0.71,0.1,40,0.01,24,8,2449.26,0.76,3,69.7,9.8,41,2,0,1,0.51,365
0.02,0.52,5,0.8,4,0.6,0.93,0.1,31,0.85,44,9,12949.91,0.73,6,48.4,5.2,82,8,7,3,0.83,384
0.02,0.44,6,0.8,4,0.6,0.47,0.41,1,0.01,44,9,3702.31,0.24,1,51.3,1.1,85,6,0,1,0.53,388
0.0,0.07,15,0.0,4,0.9,0.13,0.39,5,0.01,47,5,7477.52,0.41,3,16.1,11.8,41,5,9,1,0.76,373
0.8,0.65,16,0.37,1,0.75,0.71,0.1,34,0.74,46,15,6933.09,0.45,4,73.9,15.6,7,3,4,1,0.89,371
0.0,0.58,16,0.01,3,0.6,0.58,0.46,5,0.02,41,9,1440.52,0.5,2,48.3,12.8,35,4,4,1,0.45,343
0.01,0.51,9,0.37,3,0.79,0.34,0.34,37,0.0,18,0,4532.8,0.01,1,56.0,13.2,109,2,5,5,0.55,363
0.01,0.05,16,0.01,3,0.34,0.56,0.02,49,0.96,40,2,5293.82,0.22,2,72.9,2.3,112,7,3,5,0.67,383
0.92,0.85,16,0.42,7,0.37,0.6,0.07,50,0.01,31,13,10416.78,0.52,5,55.8,12.6,8,9,4,5,0.61,360
0.02,0.17,16,0.56,3,0.3,0.56,0.28,5,0.01,23,4,8513.69,0.82,7,36.5,5.0,98,3,4,2,0.21,415
0.03,0.52,16,0.01,5,0.6,0.45,0.16,23,0.01,26,10,10843.5,0.52,6,47.4,12.5,97,2,6,5,0.32,385
0.01,0.18,6,0.8,4,0.79,0.56,0.18,35,0.01,33,5,5521.73,0.91,5,22.6,15.9,67,9,1,5,0.33,383
0.01,0.34,16,0.66,1,0.89,0.69,0.07,7,0.01,44,16,8704.02,0.37,2,69.9,11.7,19,6,0,1,0.43,389
0.01,0.4,16,0.73,5,0.64,0.92,0.35,29,0.01,53,16,7591.72,0.34,2,36.8,14.5,91,3,2,1,0.5,375
0.0,0.65,17,0.0,7,0.88,0.23,0.38,36,0.0,45,12,8146.51,0.24,1,19.2,7.9,112,9,2,1,0.86,346
0.01,0.66,19,0.01,3,0.59,0.54,0.08,40,0.0,41,14,3865.41,0.45,5,60.9,22.6,99,2,2,4,0.72,370
0.01,0.42,16,0.37,4,0.94,0.7,0.27,49,0.69,28,12,12257.11,0.51,2,75.5,19.0,42,2,2,1,0.24,385
0.94,0.06,9,0.82,3,0.59,0.27,0.4,26,0.48,55,6,3899.18,0.51,2,18.3,13.2,62,3,5,2,0.67,388
0.01,0.35,0,0.0,6,0.98,0.61,0.15,9,0.01,29,9,14511.44,0.27,3,56.0,12.1,61,3,7,1,0.67,357
0.01,0.92,16,0.37,6,0.44,0.88,0.17,11,0.01,24,8,3551.09,0.01,4,76.4,20.9,79,3,2,1,0.72,359
0.0,0.85,16,0.45,6,0.61,0.14,0.02,12,0.0,60,16,9375.5,0.12,1,68.8,21.7,105,4,2,2,0.66,328
0.0,0.91,16,0.37,4,0.59,0.56,0.3,19,0.99,41,11,13631.09,0.83,5,70.5,11.6,116,5,3,3,0.79,345
0.01,0.8,5,0.37,4,0.56,0.45,0.32,44,0.81,20,4,8193.47,0.47,6,49.1,8.2,45,2,10,1,0.95,336
0.03,0.73,14,0.01,3,0.59,1.0,0.04,2,0.0,30,7,8927.49,0.9,3,49.5,19.4,69,4,1,4,0.97,396
0.02,0.3,17,0.0,3,0.85,0.17,0.1,57,0.97,41,9,11684.27,0.35,7,64.2,23.1,56,0,3,5,0.36,395
0.0,0.42,12,0.01,0,0.29,0.44,0.48,32,0.0,46,10,8043.76,0.09,4,44.0,0.5,24,7,2,2,0.4,344
0.01,0.84,2,0.01,3,0.7,0.68,0.19,48,0.01,22,6,8878.56,0.36,3,20.6,10.7,72,2,0,4,0.22,360
0.0,0.66,6,0.42,0,0.49,0.24,0.09,49,0.84,41,13,12315.08,0.76,5,79.0,0.6,65,8,9,1,0.73,320
0.02,0.66,19,0.0,3,0.23,0.54,0.49,21,0.0,31,14,3227.2,0.5,2,31.7,23.5,6,6,4,2,0.97,387
0.59,0.87,8,0.0,2,0.98,0.6,0.27,35,0.01,39,17,4217.76,0.51,6,65.2,12.4,104,3,4,1,0.35,364
0.01,0.62,16,0.62,2,0.46,0.24,0.44,53,0.01,32,7,5957.37,0.52,6,36.9,14.5,52,9,11,5,0.38,352
0.9,0.51,16,0.0,0,0.46,0.27,0.24,53,0.0,59,9,9973.22,0.65,2,48.3,8.4,22,3,8,1,0.86,416
0.0,0.44,13,0.01,0,0.89,0.41,0.29,2,0.01,49,17,3801.56,0.52,2,37.4,1.3,105,0,9,1,0.99,335
0.0,0.72,16,0.37,3,0.41,0.68,0.48,38,0.0,55,0,8009.66,0.08,1,79.3,0.3,92,1,2,2,0.6,339
0.0,0.23,18,0.64,4,0.6,0.17,0.28,29,0.01,58,11,10800.52,0.53,5,25.5,16.3,96,2,5,2,0.9,366
0.02,0.57,2,0.37,4,0.41,0.3,0.27,15,0.01,32,5,4310.91,0.78,4,77.8,19.4,82,4,10,4,1.0,361
0.0,0.41,12,0.01,2,0.6,0.54,0.34,27,0.0,19,3,13692.42,0.52,6,48.5,8.4,41,0,8,1,0.4,323
0.0,0.77,1,0.01,3,0.6,0.92,0.36,6,0.01,41,11,7984.83,0.72,2,48.6,7.6,31,7,5,2,0.87,300
0.01,0.74,2,0.0,0,0.74,0.83,0.28,37,0.0,27,8,13132.57,0.96,3,18.2,20.3,18,8,5,2,0.58,337
0.02,0.46,17,0.01,5,0.21,0.79,0.11,51,0.49,54,12,6410.63,0.57,4,75.6,15.7,21,2,5,2,0.99,375
0.02,0.58,5,0.01,4,0.98,0.92,0.5,41,0.0,41,17,2832.58,0.88,5,78.8,21.2,101,3,2,1,0.28,381
0.01,0.47,16,0.41,3,0.34,0.72,0.02,42,0.0,46,2,8075.06,0.5,5,58.9,17.2,50,3,0,4,0.59,363
0.01,0.51,14,0.01,3,0.41,0.61,0.03,5,0.02,47,4,7920.13,0.6,2,14.6,12.4,41,3,2,4,0.59,353
0.01,0.51,16,0.01,6,0.6,0.77,0.57,33,0.0,24,0,10332.63,0.53,6,70.3,2.7,105,5,2,3,0.66,384
0.32,0.44,14,0.46,4,0.95,0.31,0.09,55,0.0,37,4,12492.4,0.6,4,48.4,12.0,118,3,10,4,0.27,328
0.01,0.57,19,0.01,0,0.86,0.72,0.35,20,0.02,64,5,3610.22,0.52,7,68.0,19.0,32,4,6,5,0.89,363
0.0,0.6,16,0.01,5,0.64,0.2,0.37,12,0.52,54,6,2583.04,0.84,5,47.6,4.8,50,7,7,5,0.62,356
0.32,0.47,2,0.37,4,0.5,0.84,0.07,1,0.02,63,13,8092.05,0.54,2,34.8,23.4,87,0,0,1,0.62,384
0.0,0.19,6,0.01,5,0.57,0.69,0.12,39,0.01,63,9,8706.06,0.14,4,63.4,3.3,111,3,7,1,0.61,347
0.0,0.77,10,0.01,3,0.66,0.24,0.19,13,0.0,41,14,1905.43,0.99,5,58.1,22.1,41,1,6,5,0.61,346
0.0,0.86,6,0.37,3,0.67,0.7,0.25,8,0.02,30,0,5033.05,0.48,4,36.8,2.3,41,1,11,1,0.83,300
0.0,0.72,16,0.37,3,0.3,0.55,0.28,34,0.02,63,0,7965.57,0.24,2,40.3,11.8,104,1,2,5,0.59,352
0.01,0.08,16,0.01,7,0.56,0.43,0.12,41,0.0,59,9,7932.54,0.35,1,43.2,3.9,12,4,2,1,0.59,381
0.59,0.51,9,0.01,3,0.64,0.45,0.09,1,0.0,45,2,1778.53,0.59,2,46.3,12.2,23,9,2,4,0.68,360
0.01,0.51,15,0.37,0,0.21,0.35,0.37,35,0.02,33,13,9358.92,0.06,5,76.1,11.7,41,4,0,3,0.41,381
0.01,0.61,11,0.0,3,0.85,0.56,0.1,3,0.49,30,4,13575.88,0.43,6,55.9,8.6,36,3,2,5,0.47,373
0.01,0.32,15,0.0,6,0.88,0.94,0.28,52,0.02,21,5,8060.45,0.59,5,49.5,22.5,40,9,9,3,0.84,350
0.01,0.25,11,0.0,1,0.56,0.33,0.23,48,0.02,25,3,1000.0,0.52,5,43.8,16.4,41,9,10,1,0.38,359
0.0,0.72,16,0.85,6,0.61,0.98,0.18,53,0.03,55,7,5200.41,0.0,1,33.7,12.3,41,7,5,4,0.89,348
0.86,0.08,5,0.01,4,0.24,0.57,0.28,9,0.01,33,1,9453.42,0.17,3,74.5,20.2,100,7,9,3,0.82,383
0.01,0.53,8,0.0,7,0.76,0.89,0.18,55,0.01,41,2,5411.34,0.88,6,56.3,24.0,58,9,8,1,0.74,354
0.01,0.93,16,0.01,3,0.81,0.19,0.41,5,0.76,64,2,9026.25,0.63,1,39.8,4.6,96,3,8,4,0.25,353
0.56,0.1,12,0.0,2,0.49,0.87,0.02,5,0.01,18,2,14367.32,0.84,6,68.1,6.3,59,5,4,5,0.6,370
0.01,0.51,8,0.01,3,0.97,0.86,0.44,5,0.74,43,19,10094.72,0.42,4,29.1,5.5,90,8,9,5,0.94,365
0.01,0.36,19,0.01,7,0.85,0.85,0.08,6,0.6,41,18,10203.37,0.21,4,53.4,10.0,21,6,0,2,0.6,396
0.0,0.9,2,0.74,3,0.6,0.55,0.04,16,0.02,19,3,4194.47,0.53,4,48.7,12.1,93,0,2,2,0.24,307
0.53,0.49,11,0.77,3,0.35,0.59,0.31,48,0.42,27,8,13792.06,0.18,4,21.7,21.1,14,3,3,3,0.78,418
0.0,0.51,12,0.37,1,0.93,0.39,0.11,54,0.01,22,6,12468.47,0.77,1,47.3,7.6,41,3,2,1,0.46,359
0.01,0.7,12,0.37,3,0.62,0.36,0.29,45,0.02,59,13,11214.54,0.22,1,48.6,8.5,41,2,11,5,0.75,360
0.01,0.23,19,0.01,4,0.43,0.27,0.24,33,0.0,40,14,14877.53,0.87,2,30.0,18.3,102,6,11,5,0.25,377
0.67,0.17,17,0.44,4,0.6,0.42,0.3,35,0.0,37,1,5643.63,0.2,3,16.6,7.2,53,0,7,3,0.93,369
0.0,0.52,13,0.7,1,0.5,0.92,0.05,35,0.02,41,9,2732.07,0.18,4,29.0,20.4,61,2,2,2,0.34,362
0.01,0.21,11,0.37,4,0.23,0.73,0.38,6,0.02,54,11,12026.0,0.38,2,49.9,5.5,18,9,0,4,0.23,368
0.0,0.25,17,0.0,7,0.86,0.55,0.28,23,0.0,41,9,8144.99,0.52,2,69.5,22.3,115,6,0,1,0.9,361
0.03,0.62,16,0.01,6,0.21,0.54,0.33,33,0.0,46,7,11370.39,0.32,7,35.0,8.0,93,1,4,5,0.64,391
0.59,0.6,16,0.0,2,0.91,0.57,0.28,5,0.0,40,13,10181.1,0.52,2,49.2,3.7,108,5,10,2,0.85,357
0.0,0.37,16,0.0,4,0.56,0.96,0.36,5,0.0,20,1,8025.22,0.09,7,77.0,5.1,42,1,3,3,0.58,357
0.01,0.63,0,0.01,7,0.68,0.63,0.39,50,0.0,61,10,14656.71,0.51,6,47.8,9.1,97,6,3,1,0.61,350
0.0,0.36,14,0.0,5,0.54,0.5,0.5,11,1.0,19,0,6481.64,0.58,2,47.7,14.4,83,3,3,1,0.57,346
0.55,0.4,7,0.0,7,0.91,0.32,0.17,54,0.03,59,4,8900.4,0.64,6,57.0,0.3,110,7,0,3,0.6,370
0.01,0.5,2,0.88,4,0.79,0.59,0.05,8,0.85,39,1,7958.85,0.27,1,31.9,10.5,30,9,10,1,0.77,364
0.01,0.51,0,0.01,1,0.38,1.0,0.37,25,0.01,41,12,7476.41,0.46,7,48.2,8.3,89,5,8,3,0.46,338
0.48,0.25,16,0.0,1,0.26,0.72,0.33,4,0.01,29,1,14479.19,0.98,2,74.5,12.2,110,8,11,1,0.97,366
0.0,0.86,12,0.0,7,0.97,0.73,0.27,39,0.02,40,11,7941.3,0.51,5,47.6,17.1,65,1,5,4,0.84,338
0.0,0.12,8,0.37,4,0.48,0.11,0.28,26,0.89,41,16,13359.67,0.67,5,70.5,2.2,41,6,2,4,0.91,347
0.01,0.49,1,0.0,3,0.44,0.18,0.03,39,0.68,26,10,2736.8,0.52,4,22.1,15.9,85,3,8,5,0.23,353
0.03,0.51,5,0.01,6,0.44,0.54,0.48,33,0.01,23,4,8318.3,0.37,4,47.6,7.0,30,2,2,5,0.44,388
0.0,0.8,16,0.37,7,0.75,0.57,0.09,35,0.02,53,10,1444.25,0.88,2,41.8,7.1,41,8,6,3,0.58,346
0.01,0.51,6,0.01,4,0.39,0.75,0.11,24,0.0,63,8,8904.31,0.55,5,16.4,14.9,41,5,2,4,0.5,360
0.44,0.85,8,0.37,3,0.29,0.51,0.29,5,0.01,31,15,7922.9,0.67,7,43.1,12.7,42,8,6,1,0.95,375
0.0,0.18,16,0.64,3,0.61,0.3,0.28,53,0.0,32,2,11045.06,0.53,6,10.2,5.0,32,3,4,3,0.61,349
0.03,0.84,16,0.0,0,0.49,0.55,0.06,20,0.02,19,3,14985.95,0.45,2,64.5,13.4,118,1,2,4,0.88,396
0.01,0.78,15,0.01,1,0.63,0.55,0.28,23,0.01,22,6,7952.59,0.53,1,62.1,22.8,18,5,1,1,0.6,369
0.64,0.52,16,0.24,4,0.6,0.7,0.0,42,0.01,64,2,13163.34,0.52,7,46.5,1.9,59,5,5,3,0.37,412
0.0,0.31,4,0.79,7,0.5,0.25,0.28,48,0.01,45,9,10590.13,0.52,2,47.9,15.0,73,3,1,1,0.6,351
0.03,0.82,16,0.37,2,0.39,0.35,0.29,26,0.02,41,2,7048.47,0.23,2,74.3,9.5,85,0,0,5,0.25,404
0.02,0.6,0,0.01,6,0.99,0.42,0.49,5,0.51,63,9,8127.31,0.53,2,11.3,1.9,51,3,2,3,0.85,372
0.02,0.87,6,0.73,2,0.58,0.96,0.06,21,0.0,44,1,5404.79,0.29,5,79.3,12.4,90,5,2,2,0.28,369
0.8,0.42,6,0.0,7,0.99,0.61,0.11,45,0.75,57,18,4153.53,0.54,1,53.3,22.0,42,3,5,5,0.75,395
0.01,0.51,12,0.0,5,0.57,0.72,0.44,36,0.01,18,2,7240.31,0.83,4,39.4,9.5,41,6,7,1,0.74,342
0.02,0.61,16,0.0,3,0.6,0.51,0.28,4,0.02,58,5,13098.14,0.33,3,76.7,17.7,41,0,1,5,0.6,394
0.33,0.82,19,0.37,4,0.95,0.42,0.27,40,0.03,64,7,7772.4,0.53,4,50.8,21.1,15,4,2,1,0.6,383
0.0,0.75,14,0.63,1,0.27,0.69,0.15,5,0.45,44,10,8258.31,0.7,2,36.5,8.2,55,9,4,1,0.37,322
0.0,0.81,19,0.0,2,0.6,0.44,0.12,36,0.02,57,1,9880.35,0.38,1,69.6,9.8,65,3,3,1,0.87,340
0.01,0.5,13,0.01,7,0.6,0.92,0.48,46,0.92,63,12,7261.8,0.09,2,54.6,9.7,12,1,4,4,0.82,367
0.92,0.56,15,0.37,2,0.47,0.45,0.42,40,0.92,38,9,12690.4,0.53,7,31.6,16.4,89,2,8,4,0.2,403
0.53,0.91,19,0.01,5,0.57,0.21,0.29,54,0.61,31,9,9537.91,0.0,3,71.4,12.4,117,8,10,5,0.39,369
0.02,0.67,0,0.37,0,0.44,0.72,0.14,11,0.01,56,2,8204.76,0.48,2,39.1,12.0,69,9,0,3,0.59,385
0.0,0.53,13,0.37,0,0.94,0.25,0.35,5,0.0,39,8,9936.22,0.84,1,34.2,12.8,108,8,1,2,0.39,333
0.01,0.51,11,0.78,3,0.65,0.43,0.06,8,0.0,25,9,7821.53,0.46,2,48.2,12.3,23,3,2,3,0.86,374
0.0,0.81,13,0.45,3,0.29,0.59,0.44,49,0.0,41,6,11485.32,0.82,6,37.9,18.4,41,5,2,1,0.74,321
0.84,0.5,11,0.01,2,0.45,0.15,0.05,23,0.03,49,0,15000.0,0.25,3,24.5,10.0,38,3,0,4,0.87,413
0.01,0.55,3,0.01,3,0.23,0.81,0.1,37,0.0,38,9,8058.14,0.92,3,54.2,11.4,89,6,5,3,0.8,340
0.01,0.93,16,0.01,2,0.91,0.56,0.33,3,0.0,64,12,4478.92,0.22,4,72.2,23.8,100,0,3,5,0.23,373
0.0,0.11,17,0.37,1,0.29,0.76,0.21,19,0.0,60,9,8964.1,0.75,5,34.3,15.1,67,3,1,1,0.19,363
0.84,0.86,15,0.86,3,0.63,0.54,0.28,52,0.0,41,6,2230.08,0.13,1,40.0,3.4,95,8,0,1,0.96,428
0.75,0.93,16,0.01,0,0.6,0.21,0.06,12,0.01,64,16,1388.93,0.06,4,48.7,8.3,89,3,10,5,0.32,397
0.02,0.76,8,0.01,6,0.32,0.32,0.38,10,0.02,63,3,4586.51,0.07,2,31.3,18.2,66,0,0,3,0.25,370
0.01,0.38,16,0.01,1,0.6,0.45,0.4,5,0.0,47,0,12734.82,0.48,3,20.9,2.3,70,4,9,5,0.91,357
0.02,0.48,16,0.37,1,0.62,0.51,0.25,16,0.0,29,1,7448.91,0.34,1,28.2,15.1,16,2,4,1,0.5,383
0.0,0.71,19,0.56,3,0.68,0.97,0.38,50,0.9,30,12,8251.33,0.95,5,46.0,4.4,62,3,8,1,0.83,347
0.02,0.53,18,0.01,3,0.5,0.14,0.0,31,0.01,36,4,7961.63,0.53,2,45.7,7.6,49,2,10,5,0.56,366
0.03,0.78,16,0.01,7,0.94,0.8,0.4,2,0.02,61,6,8300.71,0.5,3,19.3,12.4,68,7,2,3,0.94,394
1.0,0.49,16,0.01,7,0.85,0.62,0.39,32,0.01,46,6,9754.16,0.81,2,74.7,12.4,118,1,4,5,0.75,414
0.0,0.51,19,0.01,4,0.22,0.82,0.07,40,0.01,34,9,3537.39,0.81,3,68.9,9.7,71,9,5,3,0.26,338
0.01,0.48,16,0.71,1,0.98,0.52,0.38,24,0.01,58,18,8203.52,0.52,2,48.5,12.4,108,1,9,2,0.58,378
0.0,0.51,16,0.01,3,0.25,0.49,0.38,36,0.01,19,3,13450.1,0.51,4,70.1,1.3,9,5,2,1,0.25,333
0.01,0.5,10,0.01,4,0.46,0.47,0.3,38,0.01,47,9,4868.16,0.37,7,66.9,20.7,17,2,2,2,0.57,375
0.0,0.27,11,0.0,2,0.77,0.14,0.29,47,0.83,21,5,6308.86,0.46,6,73.7,19.9,36,3,8,2,0.57,377
0.0,0.86,1,0.01,3,0.36,0.18,0.28,22,0.0,35,7,5006.08,0.24,5,66.2,18.6,41,3,11,4,0.23,300
0.0,0.12,12,0.01,2,0.97,0.32,0.31,1,0.0,22,0,7976.15,0.52,3,68.7,8.8,66,3,6,1,0.42,344
0.0,0.47,7,0.45,3,0.6,0.41,0.23,53,0.02,57,2,7860.04,0.36,5,61.0,15.6,113,1,8,1,0.65,351
0.01,0.45,16,0.38,2,0.35,0.52,0.44,12,0.52,51,9,2253.05,0.96,2,37.4,6.1,23,6,3,1,0.26,361
0.0,0.07,18,0.37,0,0.29,0.15,0.28,7,0.01,32,1,3138.77,0.44,7,71.8,7.8,49,8,6,3,0.49,351
0.01,0.72,1,0.01,6,0.36,0.68,0.27,50,0.02,29,7,13753.55,0.25,6,64.7,4.2,77,3,10,5,0.81,339
0.01,0.2,10,0.01,7,0.48,0.73,0.15,51,0.01,41,19,3693.72,0.44,5,44.6,10.6,41,3,5,1,0.61,364
0.0,0.93,16,0.0,4,0.62,0.54,0.06,3,0.0,43,9,1082.5,0.08,2,48.3,22.6,72,8,0,1,0.33,360
0.76,0.5,13,0.37,6,0.6,0.67,0.42,43,0.0,23,7,10727.39,0.41,2,54.0,12.2,66,6,2,2,0.95,378
0.02,0.5,4,0.0,3,0.56,0.14,0.44,57,0.01,34,8,5500.64,0.31,1,15.8,5.7,101,4,9,1,0.6,368
0.03,0.36,15,0.38,3,0.33,0.56,0.28,34,0.41,50,9,1306.2,0.63,2,16.1,14.6,82,2,10,1,0.59,394
0.01,0.59,10,0.01,0,0.63,0.12,0.29,48,0.0,41,6,12389.25,0.51,5,17.2,12.4,41,4,3,1,0.93,354
0.0,0.52,16,0.01,1,0.35,0.39,0.22,29,0.0,35,9,1297.72,0.54,4,37.0,2.2,41,7,4,1,0.33,347
0.01,0.75,5,0.01,0,0.98,0.85,0.01,51,0.92,42,12,1395.24,0.4,7,21.9,10.3,84,7,0,5,0.59,380
0.0,0.56,18,0.01,5,0.85,0.54,0.2,5,0.01,41,2,12846.06,0.51,2,48.2,11.7,96,1,10,1,0.58,343
0.85,0.15,0,0.01,6,0.74,0.91,0.28,52,0.0,45,6,10963.09,0.79,2,76.0,4.7,67,2,9,1,0.24,368
0.01,0.75,9,0.0,3,0.59,0.22,0.14,46,0.0,63,5,4207.52,0.92,4,61.2,13.6,41,7,7,4,0.99,358
0.0,0.38,14,0.37,1,0.73,0.18,0.42,16,0.0,61,0,5050.0,0.84,3,66.0,7.8,96,0,6,1,0.6,326
0.02,0.92,7,0.01,6,0.44,0.12,0.13,24,0.02,41,9,2227.43,0.85,4,29.9,10.6,63,7,2,5,0.69,366
0.0,0.38,10,0.0,0,0.61,0.66,0.29,38,0.0,26,10,9931.06,0.07,4,69.9,21.0,96,3,3,1,0.72,376
0.39,0.52,12,0.37,3,0.5,0.62,0.37,59,0.81,20,4,7946.92,0.53,1,20.4,6.0,82,4,7,5,0.9,367
0.59,0.41,11,0.35,1,0.5,0.54,0.32,33,0.02,18,2,12191.67,0.26,1,67.5,3.8,41,0,2,1,0.32,388
0.0,0.6,6,0.54,1,0.68,0.34,0.01,11,0.42,49,2,7205.19,0.21,5,77.4,17.6,86,0,1,1,0.32,371
0.0,0.54,13,0.01,0,0.61,0.86,0.08,10,0.01,64,16,12566.53,0.73,4,66.6,5.2,41,5,5,1,0.73,325
0.59,0.57,13,0.33,6,0.59,0.85,0.03,5,0.0,56,5,5031.37,0.68,7,47.6,12.2,113,3,9,3,0.31,395
0.01,0.75,9,0.0,1,0.44,0.69,0.06,46,0.01,56,16,7816.39,0.82,1,43.9,10.5,112,6,10,3,0.76,340
0.01,0.62,12,0.01,2,0.59,0.91,0.12,5,0.0,28,9,5950.23,0.95,5,80.0,13.4,36,0,6,2,0.72,358
0.02,0.51,16,0.71,3,0.22,0.54,0.31,44,0.0,59,16,7945.63,0.07,1,60.0,5.7,41,8,4,2,0.62,393
